cif_number,product,precision,score
10684248,Mor. Tamouil Hajyat,0.9,0.706564
10689112,NATIONAL CLIENTELLE,0.78125,0.703597
10699341,MC PREPAID VOYAGE,0.894737,0.706563
10703905,MC PREPAID VOYAGE,0.763158,0.701883
10719414,Mor. Tamouil Hajyat,0.9,0.706564
10730886,NATIONAL CLIENTELLE,0.833333,0.704907
10734960,MC PREPAID VOYAGE,0.701493,0.698355
10735617,Mor. Tamouil Hajyat,0.9,0.706564
10737542,MC PREPAID VOYAGE,0.894737,0.706563
10747771,MC PREPAID VOYAGE,0.8,0.703154
10751000,MC PREPAID VOYAGE,0.894737,0.706563
10751653,NATIONAL CLIENTELLE,1.0,0.707325
10772987,MC PREPAID VOYAGE,0.894737,0.706563
10776393,MC PREPAID VOYAGE,0.894737,0.706563
10780314,Mor. Tamouil Hajyat,0.9,0.706564
10792660,MC PREPAID JEUNE,0.714286,0.698237
10793551,NATIONAL CLIENTELLE,0.827586,0.704815
10798525,MC PREPAID VOYAGE,0.763158,0.701883
10800094,MC PREPAID VOYAGE,0.701493,0.698355
10830231,MC PREPAID VOYAGE,0.894737,0.706563
10833890,MC PREPAID VOYAGE,0.894737,0.706563
10847637,MC PREPAID VOYAGE,0.701493,0.698355
10866809,NATIONAL CLIENTELLE,1.0,0.707325
10880759,Mor. Tamouil Hajyat,0.9,0.706564
10881681,MC PREPAID VOYAGE,0.701493,0.698355
10895207,NATIONAL CLIENTELLE,1.0,0.707325
10900283,NATIONAL CLIENTELLE,0.78125,0.703597
10942622,Mor. Tamouil Hajyat,0.9,0.706564
10944945,NATIONAL CLIENTELLE,0.78125,0.703597
10963251,NATIONAL CLIENTELLE,0.78125,0.703597
10053189,NATIONAL CLIENTELLE,1.0,0.707349
10057601,MC PREPAID VOYAGE,0.727273,0.699113
10089279,MC PREPAID VOYAGE,0.727273,0.699113
10096754,MC PREPAID VOYAGE,0.727273,0.699113
10098341,MC PREPAID VOYAGE,0.727273,0.699113
10111210,MC PREPAID VOYAGE,0.727273,0.699113
10117829,MC PREPAID VOYAGE,0.727273,0.699113
10130153,MC PREPAID VOYAGE,0.727273,0.699113
10152970,MC PREPAID VOYAGE,0.727273,0.699113
10157550,MC PREPAID VOYAGE,0.727273,0.699113
10168921,MC PREPAID VOYAGE,0.727273,0.699113
10187635,MC PREPAID VOYAGE,0.727273,0.699113
10188489,MC PREPAID VOYAGE,0.727273,0.699113
10189452,MC PREPAID VOYAGE,0.727273,0.699113
10208411,MC PREPAID VOYAGE,0.727273,0.699113
10212425,MC PREPAID VOYAGE,0.727273,0.699113
10230717,MC PREPAID VOYAGE,0.727273,0.699113
10234746,NATIONAL CLIENTELLE,0.714286,0.697956
10284945,MC PREPAID VOYAGE,0.763158,0.701883
10322831,NATIONAL CLIENTELLE,0.805556,0.704063
10328167,NATIONAL CLIENTELLE,0.78125,0.703597
10355774,MC PREPAID JEUNE,0.833333,0.704975
10392029,MC PREPAID JEUNE,0.833333,0.704975
10422949,NATIONAL CLIENTELLE,0.954545,0.707544
10448403,NATIONAL CLIENTELLE,0.827586,0.704815
10532521,NATIONAL CLIENTELLE,0.833333,0.704601
10545047,NATIONAL CLIENTELLE,1.0,0.707325
10547349,NATIONAL CLIENTELLE,0.705882,0.697372
10567714,NATIONAL CLIENTELLE,0.78125,0.703597
10607312,MC PREPAID VOYAGE,0.763158,0.701883
10647390,MC PREPAID VOYAGE,0.8,0.703154
10661730,Mor. Tamouil Hajyat,0.9,0.706564
10665591,MC PREPAID VOYAGE,0.894737,0.706563
10666696,NATIONAL CLIENTELLE,0.752381,0.70302
10688653,MC PREPAID VOYAGE,0.8,0.703154
10703441,MC PREPAID VOYAGE,0.8,0.703154
10706119,NATIONAL CLIENTELLE,0.752381,0.70302
10716212,Mor. Tamouil Hajyat,0.9,0.706564
10720710,MC PREPAID VOYAGE,0.763158,0.701883
10736414,MC PREPAID VOYAGE,0.701493,0.698355
10737452,MC PREPAID VOYAGE,0.701493,0.698355
10744298,MC PREPAID VOYAGE,0.763158,0.701883
10761552,NATIONAL CLIENTELLE,0.78125,0.703597
10764927,NATIONAL CLIENTELLE,0.78125,0.703597
10780385,Mor. Tamouil Hajyat,0.9,0.706564
10781934,MC PREPAID VOYAGE,0.701493,0.698355
10783540,MC PREPAID VOYAGE,0.8,0.703154
10789227,NATIONAL CLIENTELLE,0.827586,0.704815
10790132,MC PREPAID VOYAGE,0.763158,0.701883
10794909,NATIONAL CLIENTELLE,0.78125,0.703597
10795918,MC PREPAID VOYAGE,0.8,0.703154
10796865,Mor. Tamouil Hajyat,0.9,0.706564
10798073,MC PREPAID VOYAGE,0.763158,0.701883
10799657,MC PREPAID VOYAGE,0.894737,0.706563
10810310,MC PREPAID VOYAGE,0.701493,0.698355
10845612,NATIONAL CLIENTELLE,0.78125,0.703597
10848715,MC PREPAID VOYAGE,0.763158,0.701883
10872172,MC PREPAID VOYAGE,0.701493,0.698355
10887125,MC PREPAID VOYAGE,0.763158,0.701883
10887784,NATIONAL CLIENTELLE,1.0,0.707349
10892167,NATIONAL CLIENTELLE,0.752381,0.70302
10940750,NATIONAL CLIENTELLE,0.78125,0.703597
10987067,NATIONAL CLIENTELLE,0.78125,0.703597
10055946,NATIONAL CLIENTELLE,1.0,0.707325
10068975,MC PREPAID VOYAGE,0.727273,0.699113
10111397,MC PREPAID VOYAGE,0.727273,0.699113
10116583,MC PREPAID VOYAGE,0.727273,0.699113
10139399,MC PREPAID VOYAGE,0.727273,0.699113
10185612,MC PREPAID VOYAGE,0.727273,0.699113
10190346,MC PREPAID VOYAGE,0.727273,0.699113
10192072,NATIONAL CLIENTELLE,0.827586,0.704815
10215332,MC PREPAID VOYAGE,0.727273,0.699113
10239902,MC PREPAID VOYAGE,0.727273,0.699113
10291281,NATIONAL CLIENTELLE,1.0,0.707349
10329318,MC PREPAID VOYAGE,0.727273,0.699113
10378155,MC PREPAID JEUNE,0.833333,0.704975
10386637,MC PREPAID JEUNE,0.833333,0.704975
10391624,MC PREPAID JEUNE,0.833333,0.704975
10453450,NATIONAL CLIENTELLE,0.705882,0.697372
10465820,MC PREPAID VOYAGE,0.894737,0.706563
10487164,MC PREPAID JEUNE,0.833333,0.704975
10513725,NATIONAL CLIENTELLE,0.805556,0.704063
10516841,NATIONAL CLIENTELLE,0.78125,0.703597
10520927,NATIONAL CLIENTELLE,0.827586,0.704815
10522533,NATIONAL CLIENTELLE,0.705882,0.697372
10528893,MC PREPAID JEUNE,0.833333,0.704975
10558420,MC PREPAID JEUNE,0.833333,0.704975
10559383,NATIONAL CLIENTELLE,0.805556,0.704063
10612414,MC PREPAID VOYAGE,0.894737,0.706563
10634380,Mor. Tamouil Hajyat,0.9,0.706564
10635747,MC PREPAID VOYAGE,0.763158,0.701883
10642704,MC PREPAID VOYAGE,0.894737,0.706563
10658380,MC PREPAID VOYAGE,0.763158,0.701883
10666029,NATIONAL CLIENTELLE,0.827586,0.704815
10666117,MC PREPAID VOYAGE,0.763158,0.701883
10666506,MC PREPAID VOYAGE,0.701493,0.698355
10672731,MC PREPAID VOYAGE,0.701493,0.698355
10675070,MC PREPAID VOYAGE,0.763158,0.701883
10677687,NATIONAL CLIENTELLE,0.827586,0.704815
10680813,NATIONAL CLIENTELLE,0.827586,0.704815
10688671,MC PREPAID VOYAGE,0.763158,0.701883
10695563,MC PREPAID VOYAGE,0.764706,0.701424
10701588,Mor. Tamouil Hajyat,0.9,0.706564
10701691,MC PREPAID VOYAGE,0.701493,0.698355
10702573,NATIONAL CLIENTELLE,0.954545,0.707544
10704048,NATIONAL CLIENTELLE,0.954545,0.707544
10708472,MC PREPAID VOYAGE,0.701493,0.698355
10711691,MC PREPAID VOYAGE,0.8,0.703154
10712784,MC PREPAID VOYAGE,0.701493,0.698355
10716074,Mor. Tamouil Hajyat,0.9,0.706564
10717895,MC PREPAID VOYAGE,0.701493,0.698355
10723803,MC PREPAID VOYAGE,0.894737,0.706563
10724788,MC PREPAID VOYAGE,0.701493,0.698355
10728204,MC PREPAID VOYAGE,0.894737,0.706563
10744748,Mor. Tamouil Hajyat,0.9,0.706564
10751127,Mor. Tamouil Hajyat,0.9,0.706564
10760776,NATIONAL CLIENTELLE,0.78125,0.703597
10787646,MC PREPAID JEUNE,0.714286,0.698237
10788149,MC PREPAID VOYAGE,0.8,0.703154
10806625,MC PREPAID VOYAGE,0.894737,0.706563
10808381,MC PREPAID VOYAGE,0.894737,0.706563
10809254,MC PREPAID VOYAGE,0.763158,0.701883
10810041,MC PREPAID VOYAGE,0.701493,0.698355
10812162,MC PREPAID VOYAGE,0.763158,0.701883
10812621,MC PREPAID VOYAGE,0.701493,0.698355
10820502,MC PREPAID VOYAGE,0.763158,0.701883
10828318,MC PREPAID VOYAGE,0.763158,0.701883
10841631,MC PREPAID VOYAGE,0.894737,0.706563
10847639,NATIONAL CLIENTELLE,0.827586,0.704815
10848230,NATIONAL CLIENTELLE,0.827586,0.704815
10853269,NATIONAL CLIENTELLE,1.0,0.707325
10864379,MC PREPAID VOYAGE,0.894737,0.706563
10876593,MC PREPAID VOYAGE,0.701493,0.698355
10877620,MC PREPAID VOYAGE,0.894737,0.706563
10883925,NATIONAL CLIENTELLE,0.954545,0.707544
10884302,MC PREPAID VOYAGE,0.894737,0.706563
10885591,MC PREPAID VOYAGE,0.701493,0.698355
10903193,NATIONAL CLIENTELLE,1.0,0.707325
10905979,MC PREPAID VOYAGE,0.763158,0.701883
10967800,Mor. Tamouil Hajyat,0.9,0.706564
10085261,MC PREPAID VOYAGE,0.727273,0.699113
10108639,MC PREPAID VOYAGE,0.727273,0.699113
10133512,MC PREPAID VOYAGE,0.727273,0.699113
10137875,MC PREPAID VOYAGE,0.727273,0.699113
10138212,MC PREPAID VOYAGE,0.727273,0.699113
10144013,MC PREPAID VOYAGE,0.727273,0.699113
10182788,MC PREPAID VOYAGE,0.727273,0.699113
10228401,MC PREPAID VOYAGE,0.727273,0.699113
10228571,MC PREPAID VOYAGE,0.727273,0.699113
10240838,MC PREPAID VOYAGE,0.727273,0.699113
10255727,MC PREPAID VOYAGE,0.727273,0.699113
10256801,MC PREPAID VOYAGE,0.727273,0.699113
10273994,NATIONAL CLIENTELLE,0.954545,0.707544
10365168,NATIONAL CLIENTELLE,0.805556,0.704063
10398249,NATIONAL CLIENTELLE,0.827586,0.704815
10405786,MC PREPAID JEUNE,0.833333,0.704975
10411608,NATIONAL CLIENTELLE,0.833333,0.704601
10440810,NATIONAL CLIENTELLE,0.805556,0.704063
10459946,NATIONAL CLIENTELLE,0.805556,0.704063
10480755,NATIONAL CLIENTELLE,0.888889,0.706206
10507946,MC PREPAID JEUNE,0.833333,0.704975
10551143,NATIONAL CLIENTELLE,0.827586,0.704815
10551504,NATIONAL CLIENTELLE,0.78125,0.703597
10561150,MC PREPAID JEUNE,0.833333,0.704975
10568110,MC PREPAID JEUNE,0.833333,0.704975
10604008,NATIONAL CLIENTELLE,0.78125,0.703597
10642525,Mor. Tamouil Hajyat,0.9,0.706564
10665180,NATIONAL CLIENTELLE,0.827586,0.704815
10667326,NATIONAL CLIENTELLE,1.0,0.707325
10667818,MC PREPAID VOYAGE,0.763158,0.701883
10681576,Mor. Tamouil Hajyat,0.9,0.706564
10686924,MC PREPAID VOYAGE,0.763158,0.701883
10691322,MC PREPAID VOYAGE,0.763158,0.701883
10692302,MC PREPAID JEUNE,0.714286,0.698237
10710724,MC PREPAID VOYAGE,0.894737,0.706563
10712839,MC PREPAID JEUNE,0.714286,0.698237
10715679,MC PREPAID VOYAGE,0.894737,0.706563
10735684,MC PREPAID VOYAGE,0.894737,0.706563
10745137,MC PREPAID VOYAGE,0.763158,0.701883
10746883,MC PREPAID VOYAGE,0.875,0.70583
10747952,MC PREPAID VOYAGE,0.8,0.703154
10750270,MC PREPAID VOYAGE,0.875,0.70583
10752446,MC PREPAID VOYAGE,0.894737,0.706563
10758574,NATIONAL CLIENTELLE,1.0,0.707325
10764954,Mor. Tamouil Hajyat,0.9,0.706564
10769432,NATIONAL CLIENTELLE,0.78125,0.703597
10777933,MC PREPAID VOYAGE,0.894737,0.706563
10790138,MC PREPAID VOYAGE,0.763158,0.701883
10801099,MC PREPAID VOYAGE,0.763158,0.701883
10807825,NATIONAL CLIENTELLE,0.78125,0.703597
10814953,Mor. Tamouil Hajyat,0.9,0.706564
10819804,Mor. Tamouil Hajyat,0.9,0.706564
10836656,NATIONAL CLIENTELLE,0.827586,0.704815
10843877,MC PREPAID VOYAGE,0.894737,0.706563
10852482,NATIONAL CLIENTELLE,0.78125,0.703597
10858652,NATIONAL CLIENTELLE,0.752381,0.70302
10860070,NATIONAL CLIENTELLE,1.0,0.707325
10868743,NATIONAL CLIENTELLE,0.78125,0.703597
10876764,MC PREPAID VOYAGE,0.701493,0.698355
10877531,Mor. Tamouil Hajyat,0.9,0.706564
10880444,MC PREPAID VOYAGE,0.894737,0.706563
10907879,NATIONAL CLIENTELLE,1.0,0.707325
10932010,Mor. Tamouil Hajyat,0.9,0.706564
10049895,MC PREPAID VOYAGE,0.727273,0.699113
10050902,MC PREPAID VOYAGE,0.727273,0.699113
10055986,MC PREPAID VOYAGE,0.727273,0.699113
10062401,MC PREPAID VOYAGE,0.727273,0.699113
10071124,MC PREPAID VOYAGE,0.727273,0.699113
10104341,MC PREPAID VOYAGE,0.727273,0.699113
10120022,NATIONAL CLIENTELLE,1.0,0.707325
10120996,MC PREPAID VOYAGE,0.727273,0.699113
10127395,MC PREPAID VOYAGE,0.727273,0.699113
10129298,MC PREPAID VOYAGE,0.727273,0.699113
10154900,MC PREPAID VOYAGE,0.727273,0.699113
10159030,MC PREPAID VOYAGE,0.727273,0.699113
10187584,MC PREPAID VOYAGE,0.727273,0.699113
10188101,MC PREPAID VOYAGE,0.727273,0.699113
10190734,MC PREPAID VOYAGE,0.727273,0.699113
10195875,MC PREPAID JEUNE,0.833333,0.704975
10208616,NATIONAL CLIENTELLE,0.827586,0.704815
10225756,MC PREPAID VOYAGE,0.727273,0.699113
10239256,MC PREPAID VOYAGE,0.727273,0.699113
10251300,MC PREPAID VOYAGE,0.727273,0.699113
10253417,MC PREPAID VOYAGE,0.727273,0.699113
10256889,MC PREPAID VOYAGE,0.727273,0.699113
10259648,MC PREPAID VOYAGE,0.727273,0.699113
10340369,MC PREPAID VOYAGE,0.763158,0.701883
10368769,NATIONAL CLIENTELLE,0.714286,0.697956
10374622,MC PREPAID JEUNE,0.833333,0.704975
10400622,NATIONAL CLIENTELLE,0.833333,0.704601
10426254,NATIONAL CLIENTELLE,0.827586,0.704815
10428278,NATIONAL CLIENTELLE,0.78125,0.703597
10448324,NATIONAL CLIENTELLE,0.827586,0.704815
10451276,NATIONAL CLIENTELLE,0.888889,0.706206
10460591,NATIONAL CLIENTELLE,0.78125,0.703597
10462988,NATIONAL CLIENTELLE,0.954545,0.707544
10470598,NATIONAL CLIENTELLE,0.705882,0.697372
10486549,NATIONAL CLIENTELLE,0.805556,0.704063
10531760,NATIONAL CLIENTELLE,0.714286,0.697956
10593222,MC PREPAID JEUNE,0.833333,0.704975
10598730,NATIONAL CLIENTELLE,0.954545,0.707544
10613495,MC PREPAID VOYAGE,0.763158,0.701883
10622831,NATIONAL CLIENTELLE,0.954545,0.707544
10637793,NATIONAL CLIENTELLE,1.0,0.707325
10638400,NATIONAL CLIENTELLE,0.954545,0.707544
10658445,MC PREPAID VOYAGE,0.894737,0.706563
10660536,Mor. Tamouil Hajyat,0.9,0.706564
10666776,Mor. Tamouil Hajyat,0.9,0.706564
10675081,MC PREPAID VOYAGE,0.894737,0.706563
10700604,MC PREPAID VOYAGE,0.763158,0.701883
10702032,MC PREPAID VOYAGE,0.875,0.70583
10708022,Mor. Tamouil Hajyat,0.9,0.706564
10710559,NATIONAL CLIENTELLE,0.752381,0.70302
10710714,MC PREPAID VOYAGE,0.763158,0.701883
10724036,MC PREPAID VOYAGE,0.764706,0.701424
10724172,MC PREPAID VOYAGE,0.8,0.703154
10727164,MC PREPAID VOYAGE,0.894737,0.706563
10728027,MC PREPAID VOYAGE,0.8,0.703154
10752382,Mor. Tamouil Hajyat,0.9,0.706564
10752803,MC PREPAID VOYAGE,0.8,0.703154
10752924,NATIONAL CLIENTELLE,0.954545,0.707544
10765067,MC PREPAID VOYAGE,0.894737,0.706563
10780038,MC PREPAID VOYAGE,0.763158,0.701883
10788720,MC PREPAID VOYAGE,0.8,0.703154
10789427,MC PREPAID VOYAGE,0.894737,0.706563
10793712,MC PREPAID VOYAGE,0.894737,0.706563
10798692,MC PREPAID VOYAGE,0.894737,0.706563
10804003,MC PREPAID VOYAGE,0.894737,0.706563
10811813,MC PREPAID VOYAGE,0.763158,0.701883
10813630,MC PREPAID VOYAGE,0.894737,0.706563
10821312,MC PREPAID VOYAGE,0.894737,0.706563
10842995,MC PREPAID VOYAGE,0.701493,0.698355
10845904,MC PREPAID VOYAGE,0.701493,0.698355
10861905,Mor. Tamouil Hajyat,0.9,0.706564
10864295,NATIONAL CLIENTELLE,1.0,0.707325
10868785,Mor. Tamouil Hajyat,0.9,0.706564
10888369,MC PREPAID JEUNE,0.714286,0.698237
10891917,NATIONAL CLIENTELLE,0.78125,0.703597
10905458,MC PREPAID JEUNE,0.714286,0.698237
10919792,NATIONAL CLIENTELLE,0.827586,0.704815
10921317,NATIONAL CLIENTELLE,0.78125,0.703597
11014243,NATIONAL CLIENTELLE,0.752381,0.70302
10034583,MC PREPAID VOYAGE,0.727273,0.699113
10038806,MC PREPAID VOYAGE,0.727273,0.699113
10106607,MC PREPAID VOYAGE,0.727273,0.699113
10117056,MC PREPAID VOYAGE,0.727273,0.699113
10119524,MC PREPAID VOYAGE,0.727273,0.699113
10120164,NATIONAL CLIENTELLE,0.827586,0.704815
10125251,MC PREPAID VOYAGE,0.727273,0.699113
10148809,MC PREPAID VOYAGE,0.727273,0.699113
10156313,MC PREPAID VOYAGE,0.727273,0.699113
10157595,MC PREPAID VOYAGE,0.727273,0.699113
10161206,MC PREPAID VOYAGE,0.727273,0.699113
10178271,MC PREPAID VOYAGE,0.727273,0.699113
10196122,MC PREPAID VOYAGE,0.727273,0.699113
10228192,MC PREPAID VOYAGE,0.727273,0.699113
10250634,MC PREPAID VOYAGE,0.727273,0.699113
10250930,MC PREPAID VOYAGE,0.727273,0.699113
10281690,MC PREPAID VOYAGE,0.763158,0.701883
10302686,MC PREPAID VOYAGE,0.894737,0.706563
10317600,NATIONAL CLIENTELLE,0.78125,0.703597
10327724,MC PREPAID JEUNE,0.833333,0.704975
10382031,NATIONAL CLIENTELLE,0.954545,0.707544
10388280,NATIONAL CLIENTELLE,0.805556,0.704063
10433431,NATIONAL CLIENTELLE,0.705882,0.697372
10442578,NATIONAL CLIENTELLE,0.78125,0.703597
10473529,MC PREPAID JEUNE,0.833333,0.704975
10552949,NATIONAL CLIENTELLE,0.705882,0.697372
10570939,NATIONAL CLIENTELLE,0.827586,0.704815
10591801,NATIONAL CLIENTELLE,0.805556,0.704063
10597730,MC PREPAID VOYAGE,0.763158,0.701883
10603293,NATIONAL CLIENTELLE,0.705882,0.697372
10606988,MC PREPAID VOYAGE,0.894737,0.706563
10616080,NATIONAL CLIENTELLE,0.705882,0.697372
10619573,MC PREPAID VOYAGE,0.894737,0.706563
10626756,MC PREPAID VOYAGE,0.763158,0.701883
10627424,MC PREPAID VOYAGE,0.763158,0.701883
10654641,MC PREPAID VOYAGE,0.763158,0.701883
10654877,MC PREPAID VOYAGE,0.763158,0.701883
10669533,NATIONAL CLIENTELLE,0.833333,0.704907
10688548,MC PREPAID VOYAGE,0.875,0.70583
10695444,NATIONAL CLIENTELLE,1.0,0.707325
10703729,MC PREPAID VOYAGE,0.701493,0.698355
10707026,MC PREPAID VOYAGE,0.8,0.703154
10719559,NATIONAL CLIENTELLE,1.0,0.707325
10720813,NATIONAL CLIENTELLE,0.827586,0.704815
10723940,MC PREPAID VOYAGE,0.8,0.703154
10724043,MC PREPAID VOYAGE,0.8,0.703154
10725164,NATIONAL CLIENTELLE,0.954545,0.707544
10731222,Mor. Tamouil Hajyat,0.9,0.706564
10735918,NATIONAL CLIENTELLE,0.827586,0.704815
10743752,MC PREPAID VOYAGE,0.894737,0.706563
10745069,MC PREPAID VOYAGE,0.701493,0.698355
10747539,MC PREPAID VOYAGE,0.701493,0.698355
10749311,MC PREPAID VOYAGE,0.8,0.703154
10756703,NATIONAL CLIENTELLE,1.0,0.707325
10769193,MC PREPAID VOYAGE,0.894737,0.706563
10780442,MC PREPAID VOYAGE,0.701493,0.698355
10795399,MC PREPAID VOYAGE,0.763158,0.701883
10796675,MC PREPAID VOYAGE,0.8,0.703154
10806348,MC PREPAID JEUNE,0.714286,0.698237
10813892,MC PREPAID VOYAGE,0.894737,0.706563
10814455,MC PREPAID VOYAGE,0.894737,0.706563
10817725,Mor. Tamouil Hajyat,0.9,0.706564
10821803,MC PREPAID VOYAGE,0.894737,0.706563
10842041,MC PREPAID VOYAGE,0.701493,0.698355
10848588,NATIONAL CLIENTELLE,0.78125,0.703597
10852781,NATIONAL CLIENTELLE,0.78125,0.703597
10853570,MC PREPAID JEUNE,0.714286,0.698237
10875683,Mor. Tamouil Hajyat,0.9,0.706564
10896004,NATIONAL CLIENTELLE,0.954545,0.707544
10941071,NATIONAL CLIENTELLE,0.78125,0.703597
10943090,NATIONAL CLIENTELLE,0.78125,0.703597
10973620,NATIONAL CLIENTELLE,0.78125,0.703597
10988995,NATIONAL CLIENTELLE,0.78125,0.703597
11010600,NATIONAL CLIENTELLE,0.78125,0.703597
11013744,NATIONAL CLIENTELLE,0.78125,0.703597
10038441,MC PREPAID VOYAGE,0.727273,0.699113
10038725,MC PREPAID VOYAGE,0.727273,0.699113
10086272,MC PREPAID VOYAGE,0.727273,0.699113
10088844,MC PREPAID VOYAGE,0.727273,0.699113
10101461,MC PREPAID VOYAGE,0.727273,0.699113
10116486,NATIONAL CLIENTELLE,1.0,0.707325
10132646,NATIONAL CLIENTELLE,0.705882,0.697372
10135314,MC PREPAID VOYAGE,0.727273,0.699113
10143820,MC PREPAID VOYAGE,0.727273,0.699113
10148906,MC PREPAID VOYAGE,0.727273,0.699113
10160357,MC PREPAID VOYAGE,0.727273,0.699113
10166857,MC PREPAID VOYAGE,0.727273,0.699113
10174322,MC PREPAID VOYAGE,0.727273,0.699113
10188922,MC PREPAID VOYAGE,0.727273,0.699113
10195933,MC PREPAID JEUNE,0.833333,0.704975
10200675,MC PREPAID VOYAGE,0.727273,0.699113
10208713,MC PREPAID VOYAGE,0.727273,0.699113
10252803,MC PREPAID VOYAGE,0.727273,0.699113
10257848,MC PREPAID VOYAGE,0.727273,0.699113
10305859,NATIONAL CLIENTELLE,0.833333,0.704601
10352899,NATIONAL CLIENTELLE,0.78125,0.703597
10353788,NATIONAL CLIENTELLE,0.78125,0.703597
10412632,MC PREPAID JEUNE,0.833333,0.704975
10429785,MC PREPAID JEUNE,0.833333,0.704975
10434703,NATIONAL CLIENTELLE,0.805556,0.704063
10480685,NATIONAL CLIENTELLE,0.954545,0.707544
10512429,MC PREPAID JEUNE,0.833333,0.704975
10526252,NATIONAL CLIENTELLE,0.827586,0.704815
10527871,NATIONAL CLIENTELLE,0.78125,0.703597
10559047,MC PREPAID VOYAGE,0.763158,0.701883
10621740,MC PREPAID VOYAGE,0.763158,0.701883
10626494,MC PREPAID VOYAGE,0.701493,0.698355
10630637,MC PREPAID JEUNE,0.833333,0.704975
10631432,MC PREPAID JEUNE,0.833333,0.704975
10652073,MC PREPAID VOYAGE,0.875,0.70583
10662419,NATIONAL CLIENTELLE,0.827586,0.704815
10664696,MC PREPAID VOYAGE,0.875,0.70583
10665512,MC PREPAID VOYAGE,0.894737,0.706563
10697080,MC PREPAID JEUNE,0.714286,0.698237
10698456,MC PREPAID VOYAGE,0.701493,0.698355
10699303,MC PREPAID VOYAGE,0.764706,0.701424
10700589,NATIONAL CLIENTELLE,0.954545,0.707544
10709343,MC PREPAID VOYAGE,0.875,0.70583
10718572,NATIONAL CLIENTELLE,1.0,0.707325
10723482,MC PREPAID VOYAGE,0.894737,0.706563
10726097,NATIONAL CLIENTELLE,0.78125,0.703597
10729002,MC PREPAID VOYAGE,0.875,0.70583
10733977,Mor. Tamouil Hajyat,0.9,0.706564
10737729,MC PREPAID VOYAGE,0.894737,0.706563
10751190,MC PREPAID VOYAGE,0.894737,0.706563
10756059,MC PREPAID VOYAGE,0.8,0.703154
10768654,MC PREPAID VOYAGE,0.8,0.703154
10772811,Mor. Tamouil Hajyat,0.9,0.706564
10776465,MC PREPAID VOYAGE,0.894737,0.706563
10778957,Mor. Tamouil Hajyat,0.9,0.706564
10785749,MC PREPAID VOYAGE,0.894737,0.706563
10790596,MC PREPAID VOYAGE,0.894737,0.706563
10794245,MC PREPAID VOYAGE,0.763158,0.701883
10794434,MC PREPAID VOYAGE,0.8,0.703154
10808194,MC PREPAID VOYAGE,0.763158,0.701883
10813031,MC PREPAID VOYAGE,0.763158,0.701883
10814621,MC PREPAID VOYAGE,0.763158,0.701883
10826842,MC PREPAID VOYAGE,0.763158,0.701883
10830228,MC PREPAID VOYAGE,0.894737,0.706563
10837734,Mor. Tamouil Hajyat,0.9,0.706564
10838825,MC PREPAID VOYAGE,0.763158,0.701883
10849630,NATIONAL CLIENTELLE,0.714286,0.698147
10855616,Mor. Tamouil Hajyat,0.9,0.706564
10859941,Mor. Tamouil Hajyat,0.9,0.706564
10864525,MC PREPAID VOYAGE,0.701493,0.698355
10873475,MC PREPAID VOYAGE,0.894737,0.706563
10887391,NATIONAL CLIENTELLE,0.714286,0.698147
10907194,Mor. Tamouil Hajyat,0.9,0.706564
10914481,NATIONAL CLIENTELLE,0.827586,0.704815
10951383,NATIONAL CLIENTELLE,0.78125,0.703597
10955544,NATIONAL CLIENTELLE,0.78125,0.703597
10974857,Mor. Tamouil Hajyat,0.9,0.706564
11013683,NATIONAL CLIENTELLE,0.752381,0.70302
10035172,MC PREPAID JEUNE,0.833333,0.704975
10045270,MC PREPAID JEUNE,0.833333,0.704975
10072703,NATIONAL CLIENTELLE,0.78125,0.703597
10080847,MC PREPAID VOYAGE,0.727273,0.699113
10094000,MC PREPAID VOYAGE,0.727273,0.699113
10117550,MC PREPAID VOYAGE,0.727273,0.699113
10124177,MC PREPAID VOYAGE,0.727273,0.699113
10130087,MC PREPAID VOYAGE,0.727273,0.699113
10171500,MC PREPAID VOYAGE,0.727273,0.699113
10184187,NATIONAL CLIENTELLE,0.78125,0.703597
10184260,MC PREPAID JEUNE,0.833333,0.704975
10191308,MC PREPAID VOYAGE,0.727273,0.699113
10193041,MC PREPAID VOYAGE,0.727273,0.699113
10202976,MC PREPAID VOYAGE,0.727273,0.699113
10203320,MC PREPAID VOYAGE,0.727273,0.699113
10203886,MC PREPAID JEUNE,0.833333,0.704975
10215320,MC PREPAID VOYAGE,0.727273,0.699113
10221044,MC PREPAID VOYAGE,0.727273,0.699113
10224455,MC PREPAID VOYAGE,0.727273,0.699113
10228551,MC PREPAID VOYAGE,0.727273,0.699113
10232256,MC PREPAID VOYAGE,0.727273,0.699113
10236633,MC PREPAID VOYAGE,0.727273,0.699113
10277509,MC PREPAID VOYAGE,0.763158,0.701883
10315097,NATIONAL CLIENTELLE,0.805556,0.704063
10326916,MC PREPAID VOYAGE,0.763158,0.701883
10348467,NATIONAL CLIENTELLE,0.827586,0.704815
10369393,NATIONAL CLIENTELLE,0.833333,0.704601
10376111,NATIONAL CLIENTELLE,0.805556,0.704063
10392250,MC PREPAID JEUNE,0.833333,0.704975
10421728,NATIONAL CLIENTELLE,0.833333,0.704601
10431665,NATIONAL CLIENTELLE,0.805556,0.704063
10488735,NATIONAL CLIENTELLE,0.805556,0.704063
